"uri","url","timestamp","post_type","thread_role","decision","reason","confidence","joe_tag","citizens_agenda","normalized_text_duplicate","existing_record_ids"
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msqo5s6ctk2h","https://bsky.app/profile/jayrosen.bsky.social/post/3msqo5s6ctk2h","2026-08-10T17:53:18.556Z","reply","external_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msrjqwjjhs2w","https://bsky.app/profile/jayrosen.bsky.social/post/3msrjqwjjhs2w","2026-08-11T02:07:11.680Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msrsj3khvk2l","https://bsky.app/profile/jayrosen.bsky.social/post/3msrsj3khvk2l","2026-08-11T04:43:52.198Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","true","BSKY-00001;BSKY-00006;BSKY-00054;BSKY-00055;BSKY-00058;BSKY-00110;BSKY-00111;BSKY-00115;BSKY-00142;BSKY-00155;BSKY-00156;BSKY-00157;BSKY-00188;BSKY-00295;BSKY-00373;BSKY-00374;BSKY-00536;BSKY-00614;BSKY-00615;BSKY-00628;BSKY-00673;BSKY-00677;BSKY-00690;BSKY-00705;BSKY-00706;BSKY-00709;BSKY-00735;BSKY-00736;BSKY-00762;BSKY-00766;BSKY-00780;BSKY-00883;BSKY-00988;BSKY-01007;BSKY-01008;BSKY-01040;BSKY-01046;BSKY-01075;BSKY-01127;BSKY-01230;BSKY-01265;BSKY-01296;BSKY-01299;BSKY-01349;BSKY-01355;BSKY-01373;BSKY-01379;BSKY-01391;BSKY-01396;BSKY-01397;BSKY-01409;BSKY-01482;BSKY-01483;BSKY-01485;BSKY-01486;BSKY-01515;BSKY-01530;BSKY-01532;BSKY-01617;BSKY-01702;BSKY-01739;BSKY-01786;BSKY-01813;BSKY-01844;BSKY-01899;BSKY-01953;BSKY-01969;BSKY-01977;BSKY-01995;BSKY-01997;BSKY-02027;BSKY-02070;BSKY-02071;BSKY-02082;BSKY-02102;BSKY-02103;BSKY-02109;BSKY-02375;BSKY-02389;BSKY-02470;BSKY-02545;BSKY-02548;BSKY-02580;BSKY-02583;BSKY-02636;BSKY-02657;BSKY-02663;BSKY-02678;BSKY-02679;BSKY-02720;BSKY-03074"
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msvhozl6j22b","https://bsky.app/profile/jayrosen.bsky.social/post/3msvhozl6j22b","2026-08-12T15:40:59.239Z","original","root","admit","citizens_agenda_argument_evidence_or_analysis","0.9","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msviemljac2b","https://bsky.app/profile/jayrosen.bsky.social/post/3msviemljac2b","2026-08-12T15:53:03.821Z","reply","self_thread_reply","context_only","citizens_agenda_context_only","0.93","false","true","true","BSKY-00001;BSKY-00006;BSKY-00054;BSKY-00055;BSKY-00058;BSKY-00110;BSKY-00111;BSKY-00115;BSKY-00142;BSKY-00155;BSKY-00156;BSKY-00157;BSKY-00188;BSKY-00295;BSKY-00373;BSKY-00374;BSKY-00536;BSKY-00614;BSKY-00615;BSKY-00628;BSKY-00673;BSKY-00677;BSKY-00690;BSKY-00705;BSKY-00706;BSKY-00709;BSKY-00735;BSKY-00736;BSKY-00762;BSKY-00766;BSKY-00780;BSKY-00883;BSKY-00988;BSKY-01007;BSKY-01008;BSKY-01040;BSKY-01046;BSKY-01075;BSKY-01127;BSKY-01230;BSKY-01265;BSKY-01296;BSKY-01299;BSKY-01349;BSKY-01355;BSKY-01373;BSKY-01379;BSKY-01391;BSKY-01396;BSKY-01397;BSKY-01409;BSKY-01482;BSKY-01483;BSKY-01485;BSKY-01486;BSKY-01515;BSKY-01530;BSKY-01532;BSKY-01617;BSKY-01702;BSKY-01739;BSKY-01786;BSKY-01813;BSKY-01844;BSKY-01899;BSKY-01953;BSKY-01969;BSKY-01977;BSKY-01995;BSKY-01997;BSKY-02027;BSKY-02070;BSKY-02071;BSKY-02082;BSKY-02102;BSKY-02103;BSKY-02109;BSKY-02375;BSKY-02389;BSKY-02470;BSKY-02545;BSKY-02548;BSKY-02580;BSKY-02583;BSKY-02636;BSKY-02657;BSKY-02663;BSKY-02678;BSKY-02679;BSKY-02720;BSKY-03074"
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msvijcngek2b","https://bsky.app/profile/jayrosen.bsky.social/post/3msvijcngek2b","2026-08-12T15:55:41.170Z","reply","self_thread_reply","admit","citizens_agenda_analysis","0.9","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msvimljltc2b","https://bsky.app/profile/jayrosen.bsky.social/post/3msvimljltc2b","2026-08-12T15:57:31.146Z","reply","self_thread_reply","context_only","citizens_agenda_context_only","0.93","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msvjj7ahac2b","https://bsky.app/profile/jayrosen.bsky.social/post/3msvjj7ahac2b","2026-08-12T16:13:31.341Z","reply","self_thread_reply","admit","citizens_agenda_argument_evidence_or_analysis","0.9","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msvlrnz4522b","https://bsky.app/profile/jayrosen.bsky.social/post/3msvlrnz4522b","2026-08-12T16:54:02.749Z","reply","self_thread_reply","admit","citizens_agenda_argument_evidence_or_analysis","0.9","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mswaytxpgc27","https://bsky.app/profile/jayrosen.bsky.social/post/3mswaytxpgc27","2026-08-12T23:13:52.452Z","reply","external_thread_reply","admit","citizens_agenda_argument_evidence_or_analysis","0.9","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mswkvs4f222i","https://bsky.app/profile/jayrosen.bsky.social/post/3mswkvs4f222i","2026-08-13T02:11:07.263Z","reply","external_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msxtuq2o5s22","https://bsky.app/profile/jayrosen.bsky.social/post/3msxtuq2o5s22","2026-08-13T14:24:14.970Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msxwlzgwxk25","https://bsky.app/profile/jayrosen.bsky.social/post/3msxwlzgwxk25","2026-08-13T15:13:04.043Z","quote","root","admit","quote_adds_substantive_commentary","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msxwtf4rtc27","https://bsky.app/profile/jayrosen.bsky.social/post/3msxwtf4rtc27","2026-08-13T15:17:11.177Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msxxdkfbjc2k","https://bsky.app/profile/jayrosen.bsky.social/post/3msxxdkfbjc2k","2026-08-13T15:26:13.569Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msy4re5axk24","https://bsky.app/profile/jayrosen.bsky.social/post/3msy4re5axk24","2026-08-13T17:03:25.486Z","reply","self_thread_reply","admit","substantive_reply_adds_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msyepxchcc2b","https://bsky.app/profile/jayrosen.bsky.social/post/3msyepxchcc2b","2026-08-13T19:25:48.405Z","reply","self_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3msygprgtqc2a","https://bsky.app/profile/jayrosen.bsky.social/post/3msygprgtqc2a","2026-08-13T20:01:29.741Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","true","BSKY-01034;BSKY-01618"
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mszbeoelp22r","https://bsky.app/profile/jayrosen.bsky.social/post/3mszbeoelp22r","2026-08-14T03:58:28.452Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt2gw43irs2h","https://bsky.app/profile/jayrosen.bsky.social/post/3mt2gw43irs2h","2026-08-14T15:10:21.707Z","reply","self_thread_reply","context_only","short_acknowledgement_or_context_dependent_reply","0.93","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt2ioex5qk26","https://bsky.app/profile/jayrosen.bsky.social/post/3mt2ioex5qk26","2026-08-14T15:41:50.050Z","reply","external_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt2jzp5y622i","https://bsky.app/profile/jayrosen.bsky.social/post/3mt2jzp5y622i","2026-08-14T16:06:03.601Z","original","root","admit","original_adds_argument_evidence_or_serious_question","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt2mi7jej22l","https://bsky.app/profile/jayrosen.bsky.social/post/3mt2mi7jej22l","2026-08-14T16:49:57.995Z","original","root","admit","citizens_agenda_argument_evidence_or_analysis","0.9","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt2zylvybs2y","https://bsky.app/profile/jayrosen.bsky.social/post/3mt2zylvybs2y","2026-08-14T20:51:46.506Z","reply","self_thread_reply","admit","citizens_agenda_argument_evidence_or_analysis","0.9","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt32kfe7mc2h","https://bsky.app/profile/jayrosen.bsky.social/post/3mt32kfe7mc2h","2026-08-14T21:01:43.613Z","reply","external_thread_reply","admit","substantive_reply_adds_argument_evidence_or_analysis","0.9","false","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt33nkk7yk2p","https://bsky.app/profile/jayrosen.bsky.social/post/3mt33nkk7yk2p","2026-08-14T21:21:23.458Z","quote","root","context_only","joe_tag_routing_only","0.93","true","false","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt3cqvdax22y","https://bsky.app/profile/jayrosen.bsky.social/post/3mt3cqvdax22y","2026-08-14T23:28:31.617Z","reply","self_thread_reply","admit","citizens_agenda_argument_evidence_or_analysis","0.9","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt3dfhmwj22a","https://bsky.app/profile/jayrosen.bsky.social/post/3mt3dfhmwj22a","2026-08-14T23:40:01.900Z","reply","self_thread_reply","admit","citizens_agenda_argument_evidence_or_analysis","0.9","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt3kjnfo522l","https://bsky.app/profile/jayrosen.bsky.social/post/3mt3kjnfo522l","2026-08-15T01:47:38.357Z","reply","self_thread_reply","admit","citizens_agenda_argument_evidence_or_analysis","0.9","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt3kvlg3rk2x","https://bsky.app/profile/jayrosen.bsky.social/post/3mt3kvlg3rk2x","2026-08-15T01:54:18.934Z","reply","self_thread_reply","context_only","citizens_agenda_context_only","0.93","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt3lcvqpas2e","https://bsky.app/profile/jayrosen.bsky.social/post/3mt3lcvqpas2e","2026-08-15T02:01:45.975Z","reply","self_thread_reply","admit","citizens_agenda_argument_evidence_or_analysis","0.9","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt3lmhuzoc2a","https://bsky.app/profile/jayrosen.bsky.social/post/3mt3lmhuzoc2a","2026-08-15T02:07:06.981Z","reply","self_thread_reply","admit","citizens_agenda_experiential_claim","0.9","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt3rzgqfas2w","https://bsky.app/profile/jayrosen.bsky.social/post/3mt3rzgqfas2w","2026-08-15T04:01:44.438Z","reply","self_thread_reply","admit","citizens_agenda_argument_evidence_or_analysis","0.9","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt4y4kmmak2p","https://bsky.app/profile/jayrosen.bsky.social/post/3mt4y4kmmak2p","2026-08-15T15:23:31.362Z","reply","external_thread_reply","admit","citizens_agenda_argument_evidence_or_analysis","0.9","false","true","false",""
"at://did:plc:3t37x6vfigdzzp2gjcfnzlz4/app.bsky.feed.post/3mt5622czqc2p","https://bsky.app/profile/jayrosen.bsky.social/post/3mt5622czqc2p","2026-08-15T17:09:29.613Z","quote","root","context_only","citizens_agenda_context_only","0.93","false","true","false",""
